| Channel | Frequency (MHz) | Mode | Name          | Notes                                      |
| 107     | 156.700         | FM   | MARINE 14     | Marine port ops (RX only)                  |
| 108     | 156.875         | FM   | MARINE 77     | Marine inter-ship (RX only)                |
| 109     | 157.200         | FM   | MARINE 24     | Marine public correspondence (RX only)     |
| 110     | 157.250         | FM   | MARINE 25     | Marine public correspondence (RX only)     |
| 111     | 157.300         | FM   | MARINE 26     | Marine public correspondence (RX only)     |
| 112     | 157.350         | FM   | MARINE 27     | Marine public correspondence (RX only)     |
| 113     | 157.400         | FM   | MARINE 28     | Marine public correspondence (RX only)     |
| 114     | 118.700         | AM   | SFO TWR       | San Francisco Tower example (RX only)      |
| 115     | 124.900         | AM   | MIA APP       | Miami Approach example (RX only)           |
| 116     | 89.1            | FM   | WNYC NY       | WNYC New York (FM preset, RX only)         |
| 117     | 94.7            | FM   | WLS CHI       | WLS Chicago (FM preset, RX only)           |
| 118     | 98.5            | FM   | KYGO DEN      | KYGO Denver (FM preset, RX only)           |
| 119     | 102.7           | FM   | KIIS LA       | KIIS-FM Los Angeles (FM preset, RX only)   |
| 120     | 50.000          | FM   | 6M Low Edge   | 6m band edge (amateur licence)             |
| 121     | 54.000          | FM   | 6M High Edge  | 6m band edge (amateur licence)             |
| 122     | 144.000         | FM   | 2M Low Edge   | 2m band edge (amateur licence)             |
| 123     | 148.000         | FM   | 2M High Edge  | 2m band edge (amateur licence)             |
| 124     | 420.000         | FM   | 70CM Low Edge | 70cm band edge (amateur licence)           |
| 125     | 450.000         | FM   | 70CM High Edge| 70cm band edge (amateur licence)           |
| 126     | 1240.000        | FM   | 23CM Low Edge | 23cm band edge (amateur licence)           |
| 127     | 1300.000        | FM   | 23CM High Edge| 23cm band edge (amateur licence)           |
| 128     | 60.000          | FM   | VHF EXP 60    | VHF experimental (TX risky/illegal)        |
| 129     | 70.000          | FM   | VHF EXP 70    | VHF experimental (TX risky/illegal)        |
| 130     | 80.000          | FM   | VHF EXP 80    | VHF experimental (TX risky/illegal)        |
| 131     | 90.000          | FM   | VHF EXP 90    | VHF experimental (TX risky/illegal)        |
| 132     | 100.000         | FM   | VHF EXP 100   | VHF experimental (TX risky/illegal)        |
| 133     | 110.000         | FM   | VHF EXP 110   | VHF experimental (TX risky/illegal)        |
| 134     | 120.000         | FM   | VHF EXP 120   | VHF experimental (TX risky/illegal)        |
| 135     | 130.000         | FM   | VHF EXP 130   | VHF experimental (TX risky/illegal)        |
| 136     | 150.000         | FM   | VHF EXP 150   | VHF experimental (TX risky/illegal)        |
| 137     | 160.000         | FM   | VHF EXP 160   | VHF experimental (TX risky/illegal)        |
| 138     | 170.000         | FM   | VHF EXP 170   | VHF experimental (TX risky/illegal)        |
| 139     | 180.000         | FM   | VHF EXP 180   | VHF experimental (TX risky/illegal)        |
| 140     | 190.000         | FM   | VHF EXP 190   | VHF experimental (TX risky/illegal)        |
| 141     | 200.000         | FM   | VHF EXP 200   | VHF experimental (TX risky/illegal)        |
| 142     | 225.000         | FM   | MID EXP 225   | Mid-range experimental (RX only, TX illegal) |
| 143     | 250.000         | FM   | MID EXP 250   | Mid-range experimental (RX only, TX illegal) |
| 144     | 275.000         | FM   | MID EXP 275   | Mid-range experimental (RX only, TX illegal) |
| 145     | 300.000         | FM   | MID EXP 300   | Mid-range experimental (RX only, TX illegal) |
| 146     | 325.000         | FM   | MID EXP 325   | Mid-range experimental (RX only, TX illegal) |
| 147     | 350.000         | FM   | MID EXP 350   | Mid-range experimental (RX only, TX illegal) |
| 148     | 375.000         | FM   | MID EXP 375   | Mid-range experimental (RX only, TX illegal) |
| 149     | 400.000         | FM   | UHF EXP 400   | UHF experimental (TX risky/illegal)        |
| 150     | 425.000         | FM   | UHF EXP 425   | UHF experimental (TX risky/illegal)        |
| 151     | 475.000         | FM   | UHF EXP 475   | UHF experimental (TX risky/illegal)        |
| 152     | 500.000         | FM   | UHF EXP 500   | UHF experimental (TX risky/illegal)        |
| 153     | 525.000         | FM   | UHF EXP 525   | UHF experimental (TX risky/illegal)        |
| 154     | 550.000         | FM   | UHF EXP 550   | UHF experimental (TX risky/illegal)        |
| 155     | 575.000         | FM   | UHF EXP 575   | UHF experimental (TX risky/illegal)        |
| 156     | 600.000         | FM   | UHF EXP 600   | UHF experimental (TX risky/illegal)        |
| 157     | 650.000         | FM   | UHF EXP 650   | UHF experimental (TX poor/illegal)         |
| 158     | 700.000         | FM   | UHF EXP 700   | UHF experimental (TX poor/illegal)         |
| 159     | 750.000         | FM   | SHF EXP 750   | SHF experimental (TX poor/illegal)         |
| 160     | 800.000         | FM   | SHF EXP 800   | SHF experimental (TX poor/illegal)         |
| 161     | 850.000         | FM   | SHF EXP 850   | SHF experimental (TX poor/illegal)         |
| 162     | 900.000         | FM   | SHF EXP 900   | SHF experimental (TX poor/illegal)         |
| 163     | 950.000         | FM   | SHF EXP 950   | SHF experimental (TX poor/illegal)         |
| 164     | 1000.000        | FM   | SHF EXP 1000  | SHF experimental (TX poor/illegal)         |
| 165     | 1050.000        | FM   | SHF EXP 1050  | SHF experimental (TX poor/illegal)         |
| 166     | 1100.000        | FM   | SHF EXP 1100  | SHF experimental (TX poor/illegal)         |
| 167     | 1150.000        | FM   | SHF EXP 1150  | SHF experimental (TX poor/illegal)         |
| 168     | 1200.000        | FM   | SHF EXP 1200  | SHF experimental (TX poor/illegal)         |
| 169     | 1250.000        | FM   | 23CM Alt      | 23cm alternate freq (amateur licence)      |
| 170     | 145.490         | FM   | 2M Rptr 7     | 2m repeater out, –0.6 MHz (amateur licence)|
| 171     | 145.510         | FM   | 2M Rptr 8     | 2m repeater out, –0.6 MHz (amateur licence)|
| 172     | 444.700         | FM   | 70CM Rptr 7   | 70cm repeater out, +5 MHz (amateur licence)|
| 173     | 444.800         | FM   | 70CM Rptr 8   | 70cm repeater out, +5 MHz (amateur licence)|
| 174     | 156.475         | FM   | MARINE 69     | Marine non-commercial (RX only)            |
| 175     | 156.775         | FM   | MARINE 75     | Marine navigation (RX only)                |
| 176     | 156.825         | FM   | MARINE 76     | Marine navigation (RX only)                |
| 177     | 157.175         | FM   | MARINE 23A    | Marine USCG (RX only)                      |
| 178     | 120.200         | AM   | PHX TWR       | Phoenix Tower example (RX only)            |
| 179     | 126.900         | AM   | LAS APP       | Las Vegas Approach example (RX only)       |
| 180     | 90.7            | FM   | WNCW NC       | WNCW North Carolina (FM preset, RX only)   |
| 181     | 96.9            | FM   | WBT Charlotte | WBT Charlotte (FM preset, RX only)         |
| 182     | 99.9            | FM   | KISW SEA      | KISW Seattle (FM preset, RX only)          |
| 183     | 103.5           | FM   | WQHT NY       | Hot 97 New York (FM preset, RX only)       |
| 184     | 51.000          | FM   | 6M Alt Call   | 6m alternate calling (amateur licence)     |
| 185     | 146.580         | FM   | 2M Simplex 2  | 2m simplex (amateur licence)               |
| 186     | 446.100         | FM   | 70CM Simplex 2| 70cm simplex (amateur licence)             |
| 187     | 1296.300        | FM   | 23CM Alt Call | 23cm alternate calling (amateur licence)   |
| 188     | 145.670         | FM   | 2M Rptr 9     | 2m repeater out, –0.6 MHz (amateur licence)|
| 189     | 145.710         | FM   | 2M Rptr 10    | 2m repeater out, –0.6 MHz (amateur licence)|
| 190     | 444.900         | FM   | 70CM Rptr 9   | 70cm repeater out, +5 MHz (amateur licence)|
| 191     | 445.000         | FM   | 70CM Rptr 10  | 70cm repeater out, +5 MHz (amateur licence)|
| 192     | 156.225         | FM   | MARINE 64     | Marine ship-to-ship (RX only)              |
| 193     | 156.275         | FM   | MARINE 65A    | Marine port ops (RX only)                  |
| 194     | 156.325         | FM   | MARINE 66A    | Marine port ops (RX only)                  |
| 195     | 121.900         | AM   | BOS GND       | Boston Ground example (RX only)            |
| 196     | 123.900         | AM   | HOU APP       | Houston Approach example (RX only)         |
| 197     | 92.9            | FM   | WBOS BOS      | WBOS Boston (FM preset, RX only)           |
| 198     | 100.3           | FM   | KILT HOU      | KILT Houston (FM preset, RX only)          |
| 199     | 107.5           | FM   | KGLK HOU      | KGLK Houston (FM preset, RX only)          |


Notes
Legal Status in the USA (FCC Regulations)
Licence-Free:
FRS: Channels 0–13 (462.5625–467.7125 MHz, 2W max for 1–7, 0.5W max for 8–14).
MURS: Channels 22–26 (151.820–154.600 MHz, 2W max).
No GMRS licence needed for FRS power levels; full GMRS (14–21) requires a $35 FCC licence (no test).
Amateur Radio: Requires an FCC amateur licence (Technician or higher):
6m (53–54, 80–81, 86, 120–121, 184): 50–54 MHz.
2m (34–37, 57, 60–61, 83, 87, 100–101, 122–123, 170–171, 185, 188–189): 144–148 MHz.
70cm (38–41, 58, 62–63, 84, 88, 102–103, 124–125, 172–173, 186, 190–191): 420–450 MHz.
23cm (55–56, 85, 89, 126–127, 169, 187): 1240–1300 MHz.
Restricted Bands: RX-only unless specifically licensed (e.g., marine VHF or aviation):
NOAA Weather: 27–33 (162.400–162.550 MHz, RX only).
Marine VHF: 42–46, 64–71, 90–94, 104–113, 174–177, 192–194 (156–162 MHz, RX only unless licensed).
Airband: 47–49, 72–75, 95–98, 114–115, 178–179, 195–196 (118–136 MHz, RX only).
Experimental: 128–169 (50–1300 MHz outside allocated bands, TX illegal without FCC approval).
Technical Considerations
Stock TX Bands: 136–174 MHz (VHF), 400–470 MHz (UHF) offer ~5W and proper filtering.
Unlocked TX Bands: Enabled via hidden menu (PTT + Side Button 1, set F Lock to “Custom” or “All”):
50–136 MHz (6m, airband): ~2–4W, possible spurious emissions.
174–400 MHz: Poor sensitivity, TX risky.
470–1300 MHz (upper UHF, SHF): <1W, hardware-limited (BK4819 chip lacks filtering).
Programming: Use CHIRP with egzumer driver (Radio > Download/Upload) or manual entry (VFO mode, F + M). FM presets (50–52, etc.) saved in FM mode (F + M).
